unit,waste,Waste categories,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,NUTS_code
T,W05,Health care and biological wastes,Germany,2022,0.0,DEU
T,W05,Health care and biological wastes,Denmark,2004,1.0,DNK
T,W05,Health care and biological wastes,Denmark,2006,1.0,DNK
T,W05,Health care and biological wastes,Denmark,2008,138.0,DNK
T,W05,Health care and biological wastes,Denmark,2010,5.0,DNK
T,W05,Health care and biological wastes,Denmark,2012,30.0,DNK
T,W05,Health care and biological wastes,Denmark,2014,881.0,DNK
T,W05,Health care and biological wastes,Denmark,2016,860.0,DNK
T,W05,Health care and biological wastes,Denmark,2018,881.0,DNK
T,W05,Health care and biological wastes,Denmark,2020,177.0,DNK
T,W05,Health care and biological wastes,Denmark,2022,187.0,DNK
T,W05,Health care and biological wastes,Estonia,2004,1.0,EST
T,W05,Health care and biological wastes,Estonia,2006,0.0,EST
T,W05,Health care and biological wastes,Estonia,2008,1.0,EST
T,W05,Health care and biological wastes,Estonia,2010,2.0,EST
T,W05,Health care and biological wastes,Estonia,2012,0.0,EST
T,W05,Health care and biological wastes,Estonia,2014,2.0,EST
T,W05,Health care and biological wastes,Estonia,2016,1.0,EST
T,W05,Health care and biological wastes,Estonia,2018,4.0,EST
T,W05,Health care and biological wastes,Estonia,2020,1.0,EST
T,W05,Health care and biological wastes,Estonia,2022,1.0,EST
T,W05,Health care and biological wastes,Greece,2006,0.0,GRC
T,W05,Health care and biological wastes,Greece,2008,0.0,GRC
T,W05,Health care and biological wastes,Greece,2010,0.0,GRC
T,W05,Health care and biological wastes,Greece,2016,0.0,GRC
T,W05,Health care and biological wastes,Greece,2018,1.0,GRC
T,W05,Health care and biological wastes,Greece,2020,0.0,GRC
T,W05,Health care and biological wastes,Greece,2022,1.0,GRC
T,W05,Health care and biological wastes,Spain,2004,0.0,ESP
T,W05,Health care and biological wastes,Spain,2006,0.0,ESP
T,W05,Health care and biological wastes,Spain,2008,0.0,ESP
T,W05,Health care and biological wastes,Spain,2010,0.0,ESP
T,W05,Health care and biological wastes,Spain,2012,0.0,ESP
T,W05,Health care and biological wastes,Spain,2014,0.0,ESP
T,W05,Health care and biological wastes,Spain,2016,0.0,ESP
T,W05,Health care and biological wastes,Spain,2018,0.0,ESP
T,W05,Health care and biological wastes,Spain,2020,0.0,ESP
T,W05,Health care and biological wastes,Spain,2022,0.0,ESP
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2004,20000.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2006,0.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2008,10000.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2018,0.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2020,0.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 27 countries (from 2020),2022,0.0,EU27_2020
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2004,20000.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2006,0.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2008,10000.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2010,0.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2012,0.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2014,0.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2016,0.0,
T,W05,Health care and biological wastes,European Union - 28 countries (2013-2020),2018,0.0,
T,W05,Health care and biological wastes,Finland,2004,0.0,FIN
T,W05,Health care and biological wastes,Finland,2006,0.0,FIN
T,W05,Health care and biological wastes,Finland,2008,0.0,FIN
T,W05,Health care and biological wastes,Finland,2010,0.0,FIN
T,W05,Health care and biological wastes,Finland,2012,0.0,FIN
T,W05,Health care and biological wastes,Finland,2014,0.0,FIN
T,W05,Health care and biological wastes,Finland,2016,0.0,FIN
T,W05,Health care and biological wastes,Finland,2018,0.0,FIN
T,W05,Health care and biological wastes,Finland,2020,0.0,FIN
T,W05,Health care and biological wastes,Finland,2022,0.0,FIN
T,W05,Health care and biological wastes,France,2004,3000.0,FRA
T,W05,Health care and biological wastes,France,2006,0.0,FRA
T,W05,Health care and biological wastes,France,2008,1300.0,FRA
T,W05,Health care and biological wastes,France,2010,0.0,FRA
T,W05,Health care and biological wastes,France,2012,0.0,FRA
T,W05,Health care and biological wastes,France,2014,0.0,FRA
T,W05,Health care and biological wastes,France,2016,0.0,FRA
T,W05,Health care and biological wastes,France,2018,0.0,FRA
T,W05,Health care and biological wastes,France,2020,0.0,FRA
T,W05,Health care and biological wastes,France,2022,0.0,FRA
T,W05,Health care and biological wastes,Croatia,2006,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2008,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2012,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2014,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2016,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2018,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2020,0.0,HRV
T,W05,Health care and biological wastes,Croatia,2022,0.0,HRV
T,W05,Health care and biological wastes,Hungary,2004,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2006,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2008,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2010,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2012,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2014,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2016,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2018,0.0,HUN
T,W05,Health care and biological wastes,Hungary,2020,11.0,HUN
T,W05,Health care and biological wastes,Hungary,2022,35.0,HUN
T,W05,Health care and biological wastes,Ireland,2004,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2006,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2010,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2012,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2014,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2016,0.0,IRL
T,W05,Health care and biological wastes,Ireland,2018,0.0,IRL
